text,category,sentiment
人民广场站今天客流正常 during rush hour,Other,neutral
Jiangsu Rd was on time today for commuters,Delay,positive
人民广场站有异味，环境太差 during rush hour,Cleanliness,negative
People's Square feels dirty today，请尽快处理,Cleanliness,negative
南京西路站电梯方便，无障碍体验很好 today,Accessibility,positive
老西门站广播太响，噪音很大 for commuters,Noise,negative
陕西南路站早高峰太挤了 for commuters,Crowding,negative
Shanghai Railway Stn feels safe and well managed，影响通勤体验,Safety,positive
中山公园站电梯方便，无障碍体验很好 for commuters,Accessibility,positive
虹桥火车站站扶梯口推搡很危险 today,Safety,negative
上海南站站等了很久还是没有车 for commuters,Delay,negative
浦东机场站电梯坏了，很不方便，影响通勤体验,Accessibility,negative
镇坪路站扶梯口推搡很危险,Safety,negative
宜山路站地面有垃圾，卫生不好,Cleanliness,negative
静安寺站有一些乘客排队，请尽快处理,Other,neutral
Oriental Sports Ctr has normal passenger flow today today,Other,neutral
Caoyang Rd is clean and comfortable，请尽快处理,Cleanliness,positive
Xujiahui was on time today for commuters,Delay,positive
Hongkou Stadium was on time today today,Delay,positive
南京东路站秩序很好，很安全 during rush hour,Safety,positive
Longyang Road had a serious delay this morning for commuters,Delay,negative
上海火车站站电梯方便，无障碍体验很好 today,Accessibility,positive
Hongqiao Railway Stn is packed during rush hour，影响通勤体验,Crowding,negative
Zhongshan Park feels unsafe at the platform today,Safety,negative
People's Square is too noisy today,Noise,negative
Yu Garden has convenient accessibility，请尽快处理,Accessibility,positive
Nanjing Rd (E) was quiet today during rush hour,Noise,positive
镇坪路站人多到挤不上车，影响通勤体验,Crowding,negative
南京东路站无障碍通道不好找,Accessibility,negative
人民广场站地面有垃圾，卫生不好，请尽快处理,Cleanliness,negative
南京西路站很干净，影响通勤体验,Cleanliness,positive
Caoyang Rd elevator is broken and not accessible during rush hour,Accessibility,negative
Zhongshan Park was not crowded today for commuters,Crowding,positive
莘庄站电梯方便，无障碍体验很好 today,Accessibility,positive
Pudong Intl Airport is too noisy today for commuters,Noise,negative
上海火车站站早高峰太挤了，请尽快处理,Crowding,negative
陆家嘴站今天很准时 for commuters,Delay,positive
大世界站无障碍通道不好找,Accessibility,negative
老西门站等了很久还是没有车 during rush hour,Delay,negative
海伦路站很干净 for commuters,Cleanliness,positive
老西门站人流组织不好，存在安全问题,Safety,negative
四平路站扶梯口推搡很危险 today,Safety,negative
常熟路站今天客流正常,Other,neutral
Pudong Intl Airport was quiet today today,Noise,positive
浦东机场站电梯坏了，很不方便 for commuters,Accessibility,negative
人民广场站人流组织不好，存在安全问题，请尽快处理,Safety,negative
人民广场站今天很安静 today,Noise,positive
Yu Garden was quiet today,Noise,positive
Nanjing Rd (E) was on time today，影响通勤体验,Delay,positive
曹杨路站今天晚点太严重了 today,Delay,negative
南京西路站有一些乘客排队 during rush hour,Other,neutral
龙阳路站有一些乘客排队 for commuters,Other,neutral
徐家汇站很干净，请尽快处理,Cleanliness,positive
江苏路站秩序很好，很安全，影响通勤体验,Safety,positive
People's Square has convenient accessibility for commuters,Accessibility,positive
老西门站无障碍通道不好找，影响通勤体验,Accessibility,negative
Xujiahui is too noisy today，请尽快处理,Noise,negative
东方体育中心站今天人流顺畅 today,Crowding,positive
豫园站广播太响，噪音很大 during rush hour,Noise,negative
江苏路站今天晚点太严重了,Delay,negative
老西门站电梯方便，无障碍体验很好,Accessibility,positive
Pudong Intl Airport feels dirty today today,Cleanliness,negative
Yu Garden was quiet today today,Noise,positive
People's Square has normal passenger flow today，影响通勤体验,Other,neutral
徐家汇站广播太响，噪音很大，影响通勤体验,Noise,negative
Hongqiao Railway Stn elevator is broken and not accessible,Accessibility,negative
虹桥火车站站扶梯口推搡很危险 for commuters,Safety,negative
豫园站扶梯口推搡很危险,Safety,negative
Oriental Sports Ctr was quiet today，请尽快处理,Noise,positive
Lujiazui has convenient accessibility,Accessibility,positive
Xujiahui was not crowded today，影响通勤体验,Crowding,positive
镇坪路站今天晚点太严重了 for commuters,Delay,negative
南京西路站电梯方便，无障碍体验很好,Accessibility,positive
宜山路站早高峰太挤了 for commuters,Crowding,negative
中山公园站人流组织不好，存在安全问题 today,Safety,negative
汉中路站无障碍通道不好找 today,Accessibility,negative
镇坪路站施工声音太吵,Noise,negative
Hanzhong Rd has normal passenger flow today,Other,neutral
宜山路站施工声音太吵，请尽快处理,Noise,negative
Shaanxi S. Rd feels dirty today，影响通勤体验,Cleanliness,negative
人民广场站今天人流顺畅,Crowding,positive
上海南站站很干净 for commuters,Cleanliness,positive
Dashijie has convenient accessibility today,Accessibility,positive
江苏路站有异味，环境太差 today,Cleanliness,negative
Shaanxi S. Rd feels dirty today during rush hour,Cleanliness,negative
常熟路站地面有垃圾，卫生不好 during rush hour,Cleanliness,negative
Century Avenue feels unsafe at the platform,Safety,negative
汉中路站有异味，环境太差 during rush hour,Cleanliness,negative
人民广场站今天很安静，影响通勤体验,Noise,positive
徐家汇站有异味，环境太差，请尽快处理,Cleanliness,negative
人民广场站无障碍通道不好找 for commuters,Accessibility,negative
陕西南路站人多到挤不上车 during rush hour,Crowding,negative
南京东路站人多到挤不上车,Crowding,negative
曹杨路站今天人流顺畅，影响通勤体验,Crowding,positive
Shanghai Railway Stn was on time today during rush hour,Delay,positive
Century Avenue was on time today during rush hour,Delay,positive
陕西南路站今天客流正常 during rush hour,Other,neutral
常熟路站施工声音太吵，影响通勤体验,Noise,negative
浦东机场站广播太响，噪音很大，请尽快处理,Noise,negative
曹杨路站有一些乘客排队 for commuters,Other,neutral
上海火车站站广播太响，噪音很大 today,Noise,negative
莘庄站今天晚点太严重了 during rush hour,Delay,negative
上海火车站站人流组织不好，存在安全问题,Safety,negative
南京西路站早高峰太挤了，请尽快处理,Crowding,negative
海伦路站很干净 during rush hour,Cleanliness,positive
宜山路站电梯坏了，很不方便,Accessibility,negative
Nanjing Rd (E) elevator is broken and not accessible,Accessibility,negative
Shanghai Railway Stn feels safe and well managed during rush hour,Safety,positive
东方体育中心站今天很准时 during rush hour,Delay,positive
海伦路站地面有垃圾，卫生不好，影响通勤体验,Cleanliness,negative
曹杨路站施工声音太吵，请尽快处理,Noise,negative
龙阳路站很干净,Cleanliness,positive
海伦路站人流组织不好，存在安全问题 today,Safety,negative
Hailun Rd was on time today for commuters,Delay,positive
Changshu Rd elevator is broken and not accessible，请尽快处理,Accessibility,negative
Zhenping Rd was quiet today，请尽快处理,Noise,positive
中山公园站电梯方便，无障碍体验很好，请尽快处理,Accessibility,positive
常熟路站有一些乘客排队，影响通勤体验,Other,neutral
上海南站站今天客流正常 today,Other,neutral
Caoyang Rd feels safe and well managed，请尽快处理,Safety,positive
镇坪路站很干净，请尽快处理,Cleanliness,positive
Changshu Rd is too noisy today during rush hour,Noise,negative
大世界站扶梯口推搡很危险 for commuters,Safety,negative
豫园站施工声音太吵 today,Noise,negative
四平路站早高峰太挤了，影响通勤体验,Crowding,negative
Xujiahui was not crowded today，影响通勤体验,Crowding,positive
虹口足球场站今天晚点太严重了 for commuters,Delay,negative
陆家嘴站很干净，请尽快处理,Cleanliness,positive
Caoyang Rd is clean and comfortable during rush hour,Cleanliness,positive
Jing'an Temple feels unsafe at the platform，请尽快处理,Safety,negative
虹口足球场站广播太响，噪音很大 today,Noise,negative
Xujiahui is packed during rush hour during rush hour,Crowding,negative
徐家汇站今天人流顺畅，影响通勤体验,Crowding,positive
上海南站站今天很准时 for commuters,Delay,positive
No clear station issue in this text,Other,neutral
Siping Rd was not crowded today during rush hour,Crowding,positive
大世界站广播太响，噪音很大 today,Noise,negative
曹杨路站有异味，环境太差 today,Cleanliness,negative
龙阳路站施工声音太吵，请尽快处理,Noise,negative
宜山路站电梯方便，无障碍体验很好 for commuters,Accessibility,positive
汉中路站人流组织不好，存在安全问题,Safety,negative
Laoximen is packed during rush hour,Crowding,negative
Dashijie is packed during rush hour，请尽快处理,Crowding,negative
陆家嘴站电梯方便，无障碍体验很好 today,Accessibility,positive
陕西南路站施工声音太吵 today,Noise,negative
虹桥火车站站广播太响，噪音很大 for commuters,Noise,negative
上海火车站站人多到挤不上车 today,Crowding,negative
虹桥火车站站地面有垃圾，卫生不好,Cleanliness,negative
南京东路站人流组织不好，存在安全问题 for commuters,Safety,negative
徐家汇站等了很久还是没有车 today,Delay,negative
Xujiahui feels dirty today,Cleanliness,negative
豫园站扶梯口推搡很危险，影响通勤体验,Safety,negative
Century Avenue feels safe and well managed today,Safety,positive
南京东路站今天客流正常,Other,neutral
People's Square was not crowded today，请尽快处理,Crowding,positive
Dashijie was on time today today,Delay,positive
世纪大道站很干净，请尽快处理,Cleanliness,positive
世纪大道站人多到挤不上车，影响通勤体验,Crowding,negative
豫园站人多到挤不上车 today,Crowding,negative
Hanzhong Rd was on time today today,Delay,positive
上海火车站站早高峰太挤了 today,Crowding,negative
龙阳路站电梯坏了，很不方便 during rush hour,Accessibility,negative
